Id,BIRTHDATE,DEATHDATE,SSN,FIRST,LAST,MARITAL,RACE,ETHNICITY,GENDER
7a8e4ef0-adf4-4e6d-8d28-5d36886547f4,2/21/1976,,999-92-8481,Ernie189,Stamm704,M,white,nonhispanic,M
c1b80a65-61e0-4f1b-9e1f-122c6d326034,4/8/1952,,999-56-8675,Sabina296,Lind531,M,white,nonhispanic,F
1d7fe784-8667-47e8-b733-8e6ec0fbb5f9,4/5/1940,1/8/2006,999-30-7132,Tia76,Crona259,S,white,nonhispanic,F
b44d4f15-d604-4e24-8114-dc0dc12651d2,2/13/2020,,999-72-2409,Leslee214,Schumm995,,white,nonhispanic,F
bfd66698-4139-4e5e-9982-efa459aa9dca,9/4/1995,,999-26-2678,Cristobal567,Parra592,,white,hispanic,M
e175908a-09db-4730-a311-4e57ba73438b,5/7/2009,,999-19-6600,Eveline832,Wintheiser220,,black,hispanic,F
937d794b-6e68-4b17-b162-0a41b68f8085,6/23/2008,,999-49-6430,Marjory382,Friesen796,,white,nonhispanic,F
14289f20-085c-4fc8-bdd8-e2074166d91f,3/29/1968,,999-64-4625,Caterina17,Schulist381,M,white,hispanic,F
47a91815-0dca-49df-b1dc-8bb88d8c1b38,3/4/1959,,999-49-8312,Evia329,Graham902,M,white,nonhispanic,F
0f5646bc-a156-4ec0-9252-5b592e3d3184,12/14/1997,,999-45-8311,Mickey576,Crist667,,white,nonhispanic,M
66b46e68-f643-4ebd-8ad1-14ebf58e356c,5/22/1992,,999-45-6436,Bernice532,Maggio310,M,white,nonhispanic,F
bb9d00fe-b16e-4832-8aec-b1e9d480d48d,6/5/1969,,999-88-2579,Ben667,Funk324,M,white,nonhispanic,M
3800b2a6-2360-40dc-b709-394b4794cc0d,5/24/2006,,999-86-2605,Lesley194,Lynch190,,white,nonhispanic,M
44c8b4c8-4457-4ba0-94b6-285ef327a249,3/25/1941,1/17/1989,999-33-7429,Jamey282,Hermiston71,M,asian,nonhispanic,M
e75ed3bb-d04c-46cc-897e-1938329673ec,6/15/1990,,999-27-7560,Caroll955,Kuhic920,M,white,nonhispanic,F
b844f920-ed79-4624-a4da-fe5a201b9baf,2/6/2018,,999-47-5686,Humberto482,Mann644,,white,nonhispanic,M
cdef53d5-0537-4073-8874-79fa5e0346e6,4/5/1940,3/29/1987,999-76-2610,Alane21,Grant908,M,white,nonhispanic,F
799d0738-d5cd-4161-bdb8-e3c49e21ec66,12/12/1939,,999-49-7659,Sammie902,Greenholt190,S,white,nonhispanic,M
dadd331c-6143-41d1-bffb-d34b321ed157,9/10/1976,,999-23-1789,Shirley182,Borer986,M,white,nonhispanic,M
89752052-a38b-45f0-a590-3950bbb67bec,7/29/1954,,999-15-6463,Laverna97,Cartwright189,M,white,nonhispanic,F
a9191572-cd67-4184-9945-a25eb3fa6ef0,3/25/1941,7/4/1967,999-13-7981,Linwood526,Kutch271,,asian,nonhispanic,M
bae73dce-20fa-4a6a-8e46-b2ed541f9296,4/27/1958,,999-31-7122,Kevin729,Adams676,M,white,nonhispanic,M
da200ea3-c9eb-414b-b22a-86430059fd47,8/8/2003,,999-32-9052,Kermit56,Barton704,,white,nonhispanic,M
711d2093-5eb9-45a6-ad09-4b5c0371ad85,11/26/1967,,999-60-5555,Phil587,Doyle959,M,white,nonhispanic,M
89214f7b-82b7-460e-b583-415a688ccc3c,4/5/1940,2/15/1986,999-29-7916,Kristina583,Nitzsche158,M,white,nonhispanic,F
a47e5737-065e-416f-8257-0c9f14382065,7/30/1974,,999-19-1540,Dannie881,Smitham825,M,white,nonhispanic,M
28f36cfa-7696-4f73-ac4f-427e802199d9,1/17/1974,,999-22-4097,Hermila490,Wilkinson796,M,white,nonhispanic,F
ed5cc81e-619f-471d-aee6-2934124c58e4,6/6/1983,,999-85-5168,Christeen33,Becker968,M,white,nonhispanic,F
dac134fa-7f57-4211-923a-e943a5c11d93,2/26/1969,,999-44-6609,Ted955,Howell947,M,white,nonhispanic,M
144edc8e-936e-42d7-8e7d-f3578cf80cc2,7/27/1942,,999-69-6662,Andre610,Murray856,M,white,nonhispanic,F
53d371cc-eb68-4740-a68c-39707c6cb519,3/25/1941,,999-28-5535,Stevie682,Hilpert278,M,asian,nonhispanic,M
8d1ba4bb-7250-4295-be1c-5d0d423e55f7,2/13/1957,,999-93-2339,Orlando897,Reichert620,S,asian,nonhispanic,M
be249d5b-327e-4c30-8fb2-3a1c587fe5ad,8/12/1946,,999-63-7990,Kermit56,Rutherford999,M,white,nonhispanic,M
846b0d5b-e5f5-4fd6-8ae4-7aa8e13a17c3,8/9/1964,,999-87-7767,Micheal721,Lang846,S,white,nonhispanic,M
55301b9d-4de5-4ab7-a727-579258ce4e71,6/7/2004,,999-67-4045,Gidget756,Rempel203,,white,nonhispanic,F
9fe859fa-d775-494d-ae34-fa648e5d186d,4/5/1940,,999-39-9987,Erika442,Becker968,S,white,nonhispanic,F
d721b0eb-f819-472e-997a-b057ca7fab01,5/29/1996,,999-71-6658,Deidra675,Gleason633,,white,nonhispanic,F
df91aedf-3e17-44c3-b273-62e35f518475,10/24/2008,,999-97-9250,Sean831,Casper496,,white,nonhispanic,M
01e1f394-7219-4189-bceb-3cbd90cff90b,7/14/1967,,999-21-9208,Ardis509,Littel644,M,white,nonhispanic,F
f6df6e77-35dc-457b-b998-31b780ada07f,6/9/1984,,999-56-1666,Alejandro916,D'Amore443,M,asian,nonhispanic,M
d1639077-59f3-401f-a058-2ad70502f93f,10/21/2012,,999-91-6450,Gerald181,Gorczany269,,white,nonhispanic,M
0c5aa52a-3b1d-4289-af16-29f7a2d07fec,6/24/1984,,999-82-1441,Elvira561,Navarro863,M,white,hispanic,F
2a88cb57-86fa-4259-93bf-3956e91b07f4,12/23/2017,,999-28-4976,Mateo562,Palacios784,,white,hispanic,M
e061409e-4b85-4ec1-b1f7-02677d51f763,9/11/1997,,999-32-2366,Tabetha269,O'Hara248,,white,nonhispanic,F
d3f08bb8-e79f-4529-a37a-8aebdfbffe6a,3/22/2020,,999-65-9391,Manuela585,Lozada73,,white,hispanic,F
6ec4e56c-9a9d-49c8-8fbe-cfef93c14b6b,5/4/1997,,999-83-7958,Casey401,Hahn503,,white,nonhispanic,M
733bbea8-c5a6-4599-86ec-9a797ce87e5d,3/25/2004,,999-44-7733,Bertram873,VonRueden376,,white,nonhispanic,M
ea160682-a049-4b6c-929e-a959a1221968,7/24/1955,,999-60-8560,Angelic427,Wisoky380,M,white,nonhispanic,F
76acc19c-38d4-4fa9-83e4-cf9bdc82340d,10/29/1993,,999-13-7217,Jeanne553,Langworth352,,white,nonhispanic,F
f71bb059-3634-47a6-b689-04320a5c4387,4/25/2013,,999-21-6299,Adrian111,Davis923,,white,nonhispanic,F
ccbd3a61-50ff-4f6f-8d64-8105c3fc54cf,9/3/1981,,999-68-8570,Jamel269,Turner526,M,white,hispanic,M
bb9a366c-e4d6-4dd0-9a70-e9f93529d6ff,2/8/1988,,999-29-7843,Maurice742,Bauch723,M,white,nonhispanic,M
8a8eb96d-354d-4d42-9716-738164a19a59,4/2/1987,,999-48-2704,Santiago500,Hermiston71,M,white,nonhispanic,M
46768e09-6b9f-49fe-9480-529079f64562,9/13/1984,,999-54-7892,Rana586,Davis923,M,white,nonhispanic,F
4ffa7fe0-5454-480a-b648-ed038052dda1,10/3/2009,,999-35-6402,Cassaundra447,Kub800,,white,nonhispanic,F
3fe783d9-b8f8-4d21-b320-4fb7745702db,4/26/1980,,999-71-3946,Rosalind66,Lesch175,M,black,nonhispanic,F
8a9b659b-4fff-4cef-b189-adbc7914caca,12/24/1972,,999-64-6680,Theodora872,Schaden604,M,white,nonhispanic,F
40c5db10-1a0d-4eef-b5de-931edd347fc2,12/6/1958,,999-82-3372,Eliseo499,Lind531,M,white,nonhispanic,M
7d2e09cb-ceda-47d6-8cb2-5e1eb725665d,7/12/2002,,999-59-1321,Adam631,Mertz280,,white,nonhispanic,M
4b414e31-2791-4942-9c28-46a299805848,12/5/1963,,999-51-2834,Muoi890,Nolan344,M,white,nonhispanic,F
cad44a83-848c-4019-a175-291a150b9d05,2/23/1971,,999-59-1066,Patrice780,Hills818,M,black,nonhispanic,F
e19ef77e-c29c-4fe6-9790-23d53ef5158f,9/27/2010,,999-20-4520,Willa615,Paucek755,,black,nonhispanic,F
1f8da3b0-dd67-4925-a6d9-43a02d8402a7,1/25/1984,,999-20-5256,Vennie613,Price929,M,white,nonhispanic,F
71e13815-55fb-4734-bcac-6079160d82a0,6/2/1973,,999-94-8759,Laticia649,Flatley871,M,white,nonhispanic,F
bb089c44-7126-4acd-a2fa-5e10dfa77516,7/25/1977,,999-63-6173,Fritz267,Hartmann983,S,white,nonhispanic,M
d7f42940-d51d-4fc2-a604-03297e02f656,7/12/1958,,999-98-1520,Miles206,Orn563,M,white,nonhispanic,M
d46af421-9bb5-4b8e-b763-b968a6bebd0c,3/10/1949,,999-94-8937,Thaddeus38,Runolfsdottir785,M,white,nonhispanic,M
b118adba-1330-4ba0-8d96-fe610dfbd41e,9/21/1966,,999-31-8112,Kelly223,Christiansen251,M,white,nonhispanic,M
d286528e-a39a-4c04-8545-5e648f781052,4/25/1974,,999-72-6418,Scottie437,Koss676,M,black,nonhispanic,F
7f9a57e5-cfc5-4970-b19f-1a7b6ce22882,9/11/1971,,999-59-9011,Emilie407,Bednar518,M,asian,nonhispanic,F
ab294050-c4b7-4116-aa15-3525c5076472,12/26/1943,10/16/2016,999-95-9831,Scott935,Klein929,S,white,nonhispanic,M
852f4588-ba8f-4eeb-94fe-5c3c974ab114,1/2/1956,,999-60-6320,Keren761,Kiehn525,M,white,hispanic,F
d0355c37-6594-4147-91ff-8b82dfb0a6c2,12/9/1974,,999-57-8209,Terrell212,Mann644,M,asian,hispanic,M
a708bca4-8fc9-4567-8c22-8b13d44f4f45,4/14/1944,,999-15-8652,Weldon459,Effertz744,M,black,nonhispanic,M
cecb7ece-fb70-4a7f-b51d-6e8dd1506ad9,1/6/1951,,999-46-3183,Isiah14,Fritsch593,S,white,nonhispanic,M
05cdf25a-7da5-4a7b-b721-8e63d2e3b6ec,1/17/2015,,999-75-1631,Arthur650,Steuber698,,black,nonhispanic,M
a001f3e9-5955-4b52-bb83-99a791380c56,8/31/1957,,999-54-8544,Annalee788,Spencer878,S,white,nonhispanic,F
844d1c39-6ca2-48df-a3de-f9a12633f69c,7/20/1963,,999-11-1235,Corinna386,Boehm581,S,white,nonhispanic,F
355b4981-d84e-4055-96db-956464714214,10/18/1998,,999-42-5355,Viola977,McGlynn426,,black,nonhispanic,F
f369d5b2-a190-4ca5-bd2b-c10016b1db1d,9/22/2003,,999-66-3070,Luisa710,Hammes673,,asian,nonhispanic,F
36cfc9c6-c720-41a3-ba03-bc9d11840564,12/26/1943,,999-27-7190,Ben667,Schaden604,M,white,nonhispanic,M
6e6ae8f3-514f-4686-b1e4-14baeacb671f,4/7/1989,,999-19-6420,Leilani136,Romaguera67,M,white,nonhispanic,F
b2b612b0-d4ac-4b83-8d33-4ed6b295c01c,9/23/1946,1/12/2012,999-99-7899,Marylouise236,Eichmann909,M,white,nonhispanic,F
b953a648-a3e3-4d9f-a4be-28e13deaa08f,5/13/1986,,999-37-6438,Pamela954,Greenholt190,M,white,nonhispanic,F
c4790199-5f06-4622-932a-1664a684d670,9/19/2000,,999-91-5933,Tora746,Hammes673,,white,nonhispanic,F
5a9d692d-992b-45a6-a6bb-c737d590e82b,7/16/2011,,999-49-4702,Rick943,Hermiston71,,white,nonhispanic,M
fc4aa89c-e441-4c0b-841f-3d16ffe1b235,4/24/1981,,999-68-7952,Grady603,Hartmann983,M,white,nonhispanic,M
93052e9a-d9e3-4899-ac29-7bcb7a34b0bb,11/25/1964,,999-92-8971,Mariella503,Daugherty69,M,white,nonhispanic,F
bf4c0305-f14c-4035-be21-8781c675b7db,2/22/1965,,999-26-9610,Benedict104,Fadel536,M,white,nonhispanic,M
b096000e-3f69-4940-89ce-1230ee9d5a0a,5/22/1950,12/11/2007,999-64-4286,Wilbur107,Denesik803,M,white,nonhispanic,M
f64742bf-8cac-4780-ae38-3e6781e0d008,12/27/1986,,999-52-8024,Josiah310,Stokes453,M,white,nonhispanic,M
12485794-a6c5-466e-b1a5-92e9c0f443e8,10/16/2000,,999-51-1521,September423,Hermann103,,white,nonhispanic,F
ef014976-f099-45b9-b9a8-dc3497690e47,3/20/2018,,999-73-8591,Shandra823,Beatty507,,white,nonhispanic,F
d5bf8e49-c70c-45df-9675-cf3dff4458d5,8/8/1977,,999-97-3175,Ashley34,Kuphal363,M,black,nonhispanic,M
9423451c-8c37-4700-a059-f8c2f9c636b0,7/19/1999,,999-36-9516,Altha90,Rolfson709,,white,nonhispanic,F
4a52ea9c-d410-4b78-a4da-6053e2ed0787,6/1/1974,,999-58-4852,Aundrea980,Mertz280,M,black,nonhispanic,F
9ad2f1f3-28b6-4af0-996b-ab17653d8f7b,7/31/2002,,999-99-7597,Latrina689,Schneider199,,white,nonhispanic,F
fdb2a2ee-09c2-499b-b324-d998d5226f19,9/23/1946,,999-82-1193,Shaun461,Graham902,M,white,nonhispanic,F
0e003777-2825-44c6-b090-c6df626f7f4a,1/20/1993,,999-52-4871,Hunter736,Grimes165,M,white,nonhispanic,M
6ca038f1-a3f6-4c2d-848e-bab8e7ae7101,7/24/2001,,999-55-4456,Erwin847,Lehner980,,white,nonhispanic,M
8a999529-683a-4d3a-b256-ce5476e32af5,3/7/2006,,999-62-4189,Joycelyn213,Abernathy524,,white,nonhispanic,F
d011ac4d-34e9-4887-a0bf-cf7b8a6f4abb,7/10/1965,,999-83-4761,Harland508,Krajcik437,M,white,nonhispanic,M
cd900636-aee9-41b1-acf1-557efa0fd9cd,3/3/2007,,999-69-3274,Carlie972,Rath779,,white,nonhispanic,F
de6ebe11-d869-447a-8fbc-08784ee1fe0f,2/17/2005,,999-20-7865,Eldon28,Beahan375,,black,nonhispanic,M
64fabecd-5e28-4fc1-915a-678c80dac058,5/22/1950,8/31/2015,999-25-8644,Clayton230,Schaefer657,S,white,nonhispanic,M
5b891358-1bb3-4bbf-b8a6-a73fbe58efe7,12/21/1962,,999-58-8644,Rene434,Schinner682,S,black,nonhispanic,F
c933554e-8a17-480a-b0fc-17b8757924db,11/12/1997,,999-70-7098,Jo405,McCullough561,,white,nonhispanic,F
f34eed52-632a-44aa-af2a-5b05e5bc9038,11/21/2015,,999-98-3696,Bobby524,Larkin917,,white,nonhispanic,M
6e852965-91fe-4940-bbf7-93d20ef25bda,7/13/2018,,999-48-6634,Eusebio566,Beier427,,white,nonhispanic,M
2a113375-afae-45a3-b008-9fbb7fca92a5,5/2/1993,,999-96-9226,Eartha927,Hamill307,,white,nonhispanic,F
87be3f66-1feb-4a69-a5b1-71668f2e0baa,5/7/1998,,999-33-3415,Edgardo196,McGlynn426,,white,nonhispanic,M
b4f1aa40-1a13-43cc-9528-8dcde700ecf0,3/16/1950,,999-42-8551,Dion244,Bartoletti50,S,white,nonhispanic,M
7dea9311-ef15-4bb0-8d61-dde04dde3557,6/16/1971,,999-75-6594,Charise827,Reilly981,M,white,nonhispanic,F
1b71b396-b42b-4d33-926e-8c5daefba8ad,1/10/2006,,999-27-4793,Shara355,Becker968,,white,nonhispanic,F
76353d9c-9861-4ca8-8d24-d458b1e88da5,3/20/1951,,999-80-7188,Madelyn308,Kutch271,M,white,nonhispanic,F
449a9a85-5ffc-4df5-a090-9d6e4c6006cb,5/30/1976,,999-89-3499,Cathern761,Kuphal363,M,white,nonhispanic,F
24a7b5ac-a573-4469-be04-6f02673cd157,6/22/1923,7/8/1927,999-50-9030,Lacy523,Kautzer186,,white,nonhispanic,M
0f9eca6a-cee2-4155-94ae-4e43b3b55f06,3/30/2006,,999-21-7245,Cassaundra447,Will178,,white,nonhispanic,F
bbcba0c9-f5ea-4fce-a726-adde5ffcb712,5/22/1950,,999-45-3166,Felton646,Balistreri607,M,white,nonhispanic,M
7b51cca8-284b-42a5-8117-cc21f48454f5,12/25/1979,,999-40-5924,Orlando897,Murphy561,M,white,nonhispanic,M
e2885dfa-4d69-4ec3-b2a1-f3713356637f,3/26/1979,,999-33-6709,Noel608,Greenholt190,M,asian,nonhispanic,F
552600f9-53d6-4d77-add6-0d364bb15b63,2/23/1974,,999-66-1449,Eddie505,Stracke611,M,white,nonhispanic,M
c08e3ee0-69fa-4a66-ad6f-e5905400d046,8/30/1991,,999-60-4159,Kasie673,Rohan584,M,asian,nonhispanic,F
1821a44e-ba5e-4250-aae9-23ec9c0c26f1,4/18/1964,,999-30-5364,Jacquelyn628,Senger904,M,white,nonhispanic,F
d9f90c91-2e37-40ca-a574-89b33a120d16,3/23/1976,,999-93-7358,Verdie59,Williamson769,M,white,nonhispanic,F
09616ead-22c8-4210-8cb9-2fdc28e043ca,8/3/1953,,999-68-5321,Christena299,Lang846,M,white,nonhispanic,F
49cc8ae0-debc-428b-918c-75d3a635a19b,8/16/2019,,999-29-4944,Esteban536,Little434,,white,nonhispanic,M
1c3fea30-6be0-419a-b342-50767fd55440,12/27/1984,,999-76-5683,Adela471,Llamas954,M,white,hispanic,F
5ad3dd08-6e9e-4feb-98ff-2c03ad4d3ef1,11/25/1972,,999-11-7412,Sharolyn456,Reynolds644,S,white,nonhispanic,F
73865a0e-b09d-4604-ad78-f6d2d82f76f8,7/22/2013,,999-57-6668,Aurelia213,Hagenes547,,white,nonhispanic,F
fcd3f564-67de-4ed5-bd3d-2c39c3338653,10/14/1951,3/28/2010,999-82-7701,Rafael239,Schaden604,M,white,nonhispanic,M
f5770761-ebcf-49ff-883a-b8040926f9a2,4/16/1984,,999-73-5061,Carolina179,Stiedemann542,M,white,nonhispanic,F
e3bba570-83a5-4105-b766-27582eb6ba59,3/9/1964,,999-70-7115,Lakeesha370,Williamson769,M,black,nonhispanic,F
010d4a3a-2316-45ed-ae15-16f01c611674,5/31/1998,,999-21-2604,Patrick786,Hettinger594,,white,nonhispanic,M
1786920f-c6fd-4fa7-a0dc-70a5ccc1fc79,8/25/1935,,999-90-2592,Cassandra224,O'Reilly797,M,white,nonhispanic,F
8d236c5c-485e-4030-b3e8-20e580afbb0a,3/11/2010,,999-37-4171,Donn979,Casper496,,asian,nonhispanic,M
f54dd1af-4b23-4781-9c2e-1960bdccac29,10/15/1977,,999-96-7745,Esmeralda972,Lind531,S,white,nonhispanic,F
33454fc9-b2ea-407a-9a9d-64897cf44093,3/9/2004,,999-32-6757,Albert312,Reynolds644,,white,nonhispanic,F
066c0f3d-90bb-4082-99ec-f307c4759f50,11/25/1956,,999-37-6632,Floyd420,Conroy74,M,white,nonhispanic,M
8aa4df95-ae91-4b6a-809e-85aa89e09b4c,1/3/2002,,999-70-6482,Gilbert263,Kub800,,white,nonhispanic,M
78574ffd-6c17-492a-8bb0-5a0062bb7730,6/26/1994,,999-33-2163,Kent912,Fritsch593,,white,nonhispanic,M
04a29a39-c12f-480b-9521-f2d20559089f,10/14/1951,,999-29-9336,Jerrell6,D'Amore443,S,white,nonhispanic,M
66de0a90-460b-420e-a657-d02bcdf65224,7/7/2007,,999-57-2519,Alec433,Wisozk929,,white,nonhispanic,M
db0664e9-0545-4d45-ab47-a5a0ef52da0d,12/25/1994,,999-13-9982,Marcelo725,Skiles927,,white,nonhispanic,M
1dceeee2-ab03-4adb-8cc9-05954d85d625,10/12/2003,,999-36-3248,Reggie481,Prosacco716,,white,nonhispanic,M
8dd20f15-2beb-4568-83d4-2109123f5ffd,12/18/1993,,999-19-4938,Marx778,Sauer652,,white,nonhispanic,F
1fd5b5d7-4514-44b8-a06b-767d1be8fb97,11/19/2016,,999-49-4646,Leroy603,Heller342,,white,nonhispanic,M
194aca62-c623-4ba8-a7ca-bb77f17736f5,3/30/2019,,999-63-6584,Simonne139,Douglas31,,asian,nonhispanic,F
baffdce5-d444-4c8c-a815-e7d00a01f7ca,6/22/1939,,999-18-7548,Naida467,Kuvalis369,S,white,nonhispanic,F
a0ca0f54-f8cc-4bee-9a80-827f0b097636,5/3/1994,,999-82-6466,Denita497,Tremblay80,,white,nonhispanic,F
10c64243-1b39-4f8d-8add-6c767a2f2e50,3/7/1986,,999-49-2401,Laurence43,Hermiston71,M,black,hispanic,M
5666bbaf-828b-4fd1-a4f9-eeead450816d,4/25/1953,,999-15-4336,Eilene124,Lockman863,M,asian,nonhispanic,F
cd1d1f54-e4ea-458e-a264-b3e9c57d902e,2/5/1953,,999-81-5409,Micah422,Boyer713,M,white,nonhispanic,F
